# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24
380,20181113,213,51,53,80,9,30,1,140,11,100,74,24,131,13,68,24,48,53,456,0,0,0,1,10248,10298,24,10194,1,   65,    1,   80,   14,6,83,92,23,69,14,7
380,20181114,166,23,26,40,11,20,14,100,20,79,28,24,133,14,10,24,80,88,679,0,0,0,1,10275,10296,1,10253,23,   65,    1,   81,   14,7,84,96,7,64,14,9
380,20181115,89,20,21,30,2,10,7,70,9,59,4,23,131,14,-27,24,80,89,677,0,0,0,1,10251,10257,22,10243,16,   47,   22,   80,   12,2,86,98,21,64,13,9
380,20181116,74,20,22,50,18,10,1,70,17,40,-12,8,102,15,-40,12,77,86,638,0,0,0,1,10275,10284,10,10259,1,   58,    1,   75,   12,1,85,98,1,67,14,8
380,20181117,67,49,49,60,11,30,1,100,12,41,13,4,94,14,2,6,77,87,647,0,0,0,1,10291,10298,10,10284,4,   60,    2,   80,   15,0,77,91,3,57,14,8
380,20181118,52,51,52,60,8,40,17,90,3,18,-14,6,64,14,-20,6,65,74,599,0,0,0,1,10271,10293,2,10241,24,   58,    7,   80,   17,2,70,88,7,54,18,7
380,20181119,46,71,72,90,12,40,5,160,13,33,-9,3,66,13,-16,6,21,24,320,0,-1,-1,1,10172,10235,1,10115,24,   50,    3,   80,   12,7,80,95,4,66,15,4
380,20181120,75,56,58,80,2,20,23,140,7,28,-4,24,45,13,-23,24,0,0,156,0,0,0,1,10080,10110,1,10063,14,   62,   24,   75,    1,7,73,90,24,64,13,2
380,20181121,74,28,29,50,16,20,1,80,16,29,0,24,59,12,-10,6,22,25,340,3,1,1,4,10155,10188,23,10094,1,   59,   24,   63,    1,8,83,91,24,76,12,4
380,20181122,100,14,18,20,1,10,7,50,14,15,-18,6,58,15,-40,6,67,77,516,0,0,0,1,10190,10196,11,10184,14,   50,    6,   64,   14,4,87,95,21,73,12,6
380,20181123,77,24,25,40,16,10,2,70,10,40,-21,3,102,13,-39,6,59,69,481,0,0,0,1,10159,10191,1,10109,24,   50,    1,   66,   10,4,86,96,2,71,13,6
380,20181124,81,5,18,30,1,10,8,50,2,34,15,4,54,16,7,6,0,0,91,109,37,7,9,10108,10120,23,10099,5,    2,   19,   59,    1,8,96,98,14,91,1,1
380,20181125,46,38,38,50,13,10,4,70,9,34,28,9,39,11,31,12,0,0,170,9,2,1,21,10102,10114,1,10093,18,    1,   17,   50,   11,8,97,98,1,93,12,2
380,20181126,44,35,35,50,6,20,23,70,6,46,32,24,56,13,32,24,0,0,138,50,10,3,3,10119,10164,24,10088,5,   15,    3,   56,   13,8,96,98,1,92,13,2
380,20181127,113,11,18,30,21,10,4,90,10,31,18,4,45,14,4,18,3,4,195,8,1,1,2,10193,10205,14,10167,1,   14,    6,   58,   21,7,93,98,4,87,24,2
380,20181128,179,52,53,80,24,30,1,120,24,72,29,1,104,24,21,6,0,0,147,22,14,9,15,10176,10188,1,10158,24,   56,   15,   75,    9,8,82,92,15,74,5,2
380,20181129,182,58,59,80,1,40,8,130,1,106,97,10,116,12,90,18,0,0,81,16,3,1,9,10118,10157,2,10092,16,   75,    1,   80,   13,8,74,80,5,65,13,1
380,20181130,205,47,48,60,1,30,21,100,2,95,62,24,115,12,52,24,25,30,236,0,-1,-1,1,10117,10144,24,10098,1,   65,   24,   75,    1,6,83,94,24,73,12,3
380,20181201,197,63,63,90,19,30,4,150,19,78,44,5,103,24,36,6,10,12,232,25,10,4,15,10107,10144,5,10042,24,   64,    7,   75,   11,8,85,94,4,77,11,3
380,20181202,219,58,61,80,1,40,21,130,10,121,91,3,141,12,90,6,0,0,88,65,126,46,3,10012,10032,1,9992,7,   46,   10,   75,    1,8,92,97,3,80,1,1
380,20181203,235,54,57,60,2,50,1,110,3,121,93,24,135,11,90,24,12,15,193,14,18,10,5,10023,10091,24,10002,15,   57,   21,   70,    6,8,88,94,2,82,20,3
380,20181204,257,10,19,50,1,10,13,80,1,57,11,24,93,1,-16,24,34,41,353,19,13,6,1,10209,10264,21,10103,1,   50,    2,   75,   14,7,91,98,4,74,14,5
380,20181205,168,32,34,50,22,20,1,80,17,70,13,1,100,24,-12,6,9,11,232,3,1,1,21,10204,10258,1,10140,24,   67,    9,   75,   12,8,81,90,1,73,12,3
380,20181206,221,54,55,70,20,40,7,120,23,113,90,2,124,15,89,6,3,4,158,30,8,2,1,10161,10175,11,10136,3,   34,    6,   70,   14,8,90,97,6,83,14,2
380,20181207,219,71,75,110,13,50,20,190,13,96,59,23,125,13,53,24,2,2,98,109,109,30,17,10069,10150,1,9989,16,   35,    5,   75,   12,7,89,96,3,80,12,1
380,20181208,231,80,82,100,18,70,2,190,18,84,59,2,104,21,54,6,0,0,91,41,89,47,20,10031,10074,1,9964,23,   44,   17,   70,    1,8,83,95,20,71,14,1
380,20181209,267,57,60,80,1,40,11,150,2,74,51,11,93,1,46,12,5,6,107,52,144,48,11,10054,10181,24,9971,3,   13,   10,   72,    7,8,84,97,11,72,6,1
380,20181210,263,32,35,50,13,20,18,110,14,43,25,24,73,14,18,24,27,34,267,12,20,8,6,10230,10253,21,10188,1,   58,   14,   75,   12,5,90,95,21,74,13,3
380,20181211,252,16,18,30,13,10,17,60,13,39,12,24,64,13,-10,24,14,17,253,8,7,5,19,10250,10256,10,10245,14,   57,   24,   75,   14,7,87,98,24,75,13,3
380,20181212,71,14,20,40,14,10,3,60,12,6,-23,5,38,13,-37,6,6,7,193,0,0,0,1,10250,10264,9,10228,24,    2,    6,   70,   16,4,95,99,11,83,16,2
380,20181213,67,40,41,60,12,30,1,100,11,-1,-20,24,24,12,-33,24,70,88,436,0,0,0,1,10205,10223,1,10194,14,   60,    6,   76,   13,1,84,94,3,69,13,5
380,20181214,73,20,23,40,13,10,17,70,14,1,-31,1,16,14,-47,6,14,18,196,0,0,0,1,10232,10255,24,10208,3,   57,    6,   79,   15,8,78,93,1,66,14,2
380,20181215,139,29,30,40,11,10,1,110,17,-3,-22,19,9,24,-34,24,12,15,154,6,3,3,24,10215,10260,1,10128,23,   25,   24,   79,    2,8,67,90,24,60,7,2
380,20181216,201,34,39,50,6,10,3,80,9,21,-10,1,45,14,-9,6,10,13,234,28,31,12,1,10117,10138,22,10100,6,   17,    2,   65,   14,8,92,97,2,86,13,3
380,20181217,210,43,46,60,9,30,1,100,12,59,40,1,83,13,32,6,12,15,175,13,9,7,6,10195,10254,23,10132,1,   61,   24,   75,   12,7,88,95,7,78,12,2
380,20181218,167,38,42,60,21,20,19,110,21,59,32,20,84,12,12,24,64,81,351,0,0,0,1,10187,10247,1,10106,24,   65,    3,   83,   20,8,77,91,3,61,22,5
380,20181219,194,52,53,70,5,30,9,110,1,78,61,22,100,13,54,24,15,19,215,3,1,1,2,10113,10127,10,10100,3,   65,   13,   80,    1,8,81,90,7,65,1,3
380,20181220,205,60,60,70,12,50,1,120,13,74,61,6,83,12,57,6,0,0,109,33,20,9,18,10118,10129,18,10106,1,   59,   18,   75,   12,8,86,94,4,79,12,1
380,20181221,222,79,83,110,10,60,23,200,15,107,78,5,140,13,75,6,0,0,111,54,107,29,5,10050,10111,1,9996,9,   47,    4,   80,   14,8,81,94,7,67,14,2
380,20181222,245,49,50,80,3,30,17,140,4,93,72,18,111,14,61,18,8,10,164,27,94,43,7,10152,10220,24,10078,3,   50,    9,   75,   11,8,84,93,24,71,14,2
380,20181223,241,29,45,70,22,30,2,110,21,84,59,24,113,20,58,24,0,0,75,119,154,33,20,10180,10224,2,10131,19,   16,   16,   65,   23,8,94,98,16,88,10,1
380,20181224,316,14,25,40,1,10,17,80,1,42,-5,22,71,13,-30,24,30,38,283,13,9,8,1,10309,10366,23,10206,1,   56,    4,   80,   14,6,89,97,3,68,14,3
380,20181225,198,31,32,50,5,10,18,80,9,8,-24,22,43,14,-35,24,49,62,355,0,0,0,1,10362,10371,10,10347,24,   32,   23,   75,   14,4,90,96,22,77,15,4
380,20181226,189,20,23,30,1,10,14,60,10,0,-28,6,35,13,-34,24,68,86,456,0,0,0,1,10326,10346,1,10298,24,   56,    1,   75,   15,8,84,93,1,71,13,5
380,20181227,198,11,14,20,1,10,3,60,12,19,-16,7,56,12,-42,12,35,44,275,0,0,0,1,10273,10293,1,10261,15,   62,   23,   80,    5,8,77,92,23,67,12,3
380,20181228,216,28,29,40,11,10,5,70,19,8,-28,8,35,13,-41,6,67,84,450,0,0,0,1,10305,10336,22,10270,1,   48,   23,   64,    4,5,90,97,4,77,13,5
380,20181229,219,47,52,70,13,40,1,110,14,46,17,4,79,24,18,6,0,0,109,31,14,6,17,10317,10339,3,10296,15,   16,   17,   68,   24,8,94,98,6,84,24,1
380,20181230,236,30,32,40,2,20,4,70,2,69,45,9,79,23,41,12,4,5,173,58,20,6,18,10337,10352,11,10322,1,    1,   23,   70,    2,8,92,99,20,83,2,2
380,20181231,259,21,23,30,1,10,4,60,11,83,74,19,91,13,70,24,0,0,96,44,19,6,3,10341,10351,10,10332,24,    2,    6,   56,   18,8,97,99,1,90,24,1
380,20190101,273,37,42,50,7,30,23,110,16,62,42,24,77,1,38,24,0,0,62,47,18,4,14,10312,10337,24,10290,13,   18,   11,   70,   19,7,89,98,12,80,24,1
380,20190102,317,30,30,50,12,10,24,90,10,32,0,24,59,13,-20,24,21,26,247,0,-1,-1,1,10373,10393,20,10341,1,   62,   22,   68,   11,6,80,94,24,72,13,3
380,20190103,311,17,21,30,13,10,1,60,13,32,8,1,51,13,0,6,2,2,179,0,-1,-1,1,10397,10402,9,10392,4,   60,   24,   75,   14,8,87,95,2,79,14,2
380,20190104,262,25,27,50,15,10,1,90,15,25,10,5,40,12,1,6,2,2,93,21,5,1,2,10380,10400,2,10349,24,    7,   24,   60,   12,8,94,98,6,83,14,1
380,20190105,287,35,37,50,8,30,1,80,8,51,29,1,59,8,29,6,0,0,57,49,13,2,3,10333,10347,2,10325,13,    2,    2,   63,   20,8,96,98,1,94,20,1
380,20190106,271,20,21,40,1,10,17,70,2,43,32,23,52,13,28,24,0,0,114,2,1,1,14,10343,10354,21,10330,1,   15,    4,   64,    2,8,94,98,4,89,20,1
380,20190107,222,41,43,70,18,20,1,110,18,52,15,6,81,24,8,6,0,0,61,66,41,11,23,10306,10354,2,10213,24,    6,   12,   50,    2,8,97,99,13,94,2,1
380,20190108,288,54,56,70,10,50,3,160,12,58,39,24,85,1,32,24,0,0,110,30,59,32,1,10192,10209,1,10180,13,   50,   15,   70,    2,8,84,91,1,79,11,1
380,20190109,337,43,46,60,13,30,6,120,14,34,15,24,61,15,12,6,35,43,349,2,2,1,5,10207,10245,24,10183,2,   65,    2,   75,   16,6,80,92,5,66,14,4
380,20190110,330,11,17,40,1,10,10,70,1,11,0,8,25,14,-7,24,0,0,157,0,-1,-1,1,10272,10282,11,10248,1,   56,   24,   73,    1,8,89,96,24,80,1,2
380,20190111,250,27,34,50,5,20,14,80,5,40,7,1,67,16,7,6,0,0,81,82,34,6,8,10256,10271,1,10245,15,    1,   12,   64,   17,8,97,99,13,95,1,1
380,20190112,249,44,45,60,10,30,1,110,11,61,49,6,72,17,47,6,0,0,75,58,47,10,16,10195,10256,1,10145,24,   22,   14,   65,   17,8,93,98,14,82,11,1
380,20190113,268,52,55,80,19,40,1,150,19,78,65,2,89,19,56,24,0,0,39,126,91,24,13,10083,10141,1,10048,19,   22,    3,   70,   18,8,93,98,1,83,23,1
380,20190114,293,37,40,60,2,20,18,130,13,46,21,23,68,1,2,24,17,20,259,5,7,6,15,10158,10218,23,10079,1,   63,    3,   75,   12,7,85,92,24,76,12,3
380,20190115,232,48,49,60,11,20,1,120,23,52,25,1,69,12,19,6,8,10,235,2,1,1,24,10194,10219,2,10164,24,   37,   24,   75,   11,8,87,95,1,74,12,3
380,20190116,215,67,68,80,22,60,1,130,3,53,42,24,61,5,42,24,9,11,152,12,7,6,24,10093,10160,1,10033,24,   30,   24,   75,    4,8,79,96,24,73,12,2
380,20190117,244,41,45,70,10,30,20,130,10,31,0,22,53,4,-1,24,8,9,110,92,88,15,10,10068,10155,24,10022,9,   36,    2,   70,    8,8,94,98,22,90,8,1
380,20190118,191,11,19,30,1,10,14,90,21,2,-14,24,22,16,-25,24,29,34,348,0,0,0,1,10195,10213,10,10160,1,    1,    6,   70,   17,8,92,98,1,81,24,4
380,20190119,115,31,32,50,13,20,1,130,16,-5,-33,24,36,13,-56,24,73,85,587,0,0,0,1,10156,10190,1,10134,20,   70,    1,   83,   15,7,74,83,2,56,13,6
380,20190120,63,27,28,50,12,10,22,70,10,-28,-62,7,10,14,-84,24,77,89,613,0,0,0,1,10177,10226,23,10138,1,   61,   24,   72,   10,1,81,95,24,67,14,6
380,20190121,197,17,20,30,21,0,1,50,6,-35,-75,6,16,14,-91,6,77,89,730,0,0,0,1,10219,10244,9,10169,24,   50,    6,   66,   15,2,84,95,3,66,15,7
380,20190122,189,44,45,70,10,20,2,110,12,-27,-62,4,-9,13,-75,6,21,24,246,54,29,8,15,10065,10160,1,9997,24,   14,   14,   72,    3,7,80,95,15,62,11,2
380,20190123,66,29,35,50,15,20,18,80,22,-26,-52,8,-7,14,-66,12,11,13,315,0,0,0,1,10007,10072,24,9970,6,   43,    8,   63,    2,8,84,92,8,75,22,3
380,20190124,316,7,18,40,14,10,9,60,13,-24,-35,6,-7,24,-37,12,8,9,272,0,0,0,1,10117,10147,23,10077,1,   32,   24,   58,    1,8,82,91,24,74,12,3
380,20190125,214,45,45,70,17,20,1,110,18,9,-11,9,33,24,-10,12,7,8,267,62,22,6,19,10143,10165,9,10120,23,   11,   23,   61,   12,8,92,98,20,81,14,3
380,20190126,216,60,62,80,17,50,1,140,22,56,33,1,67,13,31,6,3,3,125,14,5,2,22,10053,10116,1,9935,24,    6,    9,   70,   18,8,95,98,1,88,19,2
380,20190127,225,55,62,80,2,40,19,140,6,48,22,22,66,6,22,24,0,0,92,96,93,25,13,9885,9920,1,9852,12,   48,   12,   70,    2,8,90,94,12,84,8,1
380,20190128,264,50,55,90,3,30,18,150,3,23,9,21,53,15,2,24,14,16,229,115,83,9,3,9982,10079,24,9905,3,   47,    6,   75,   14,7,91,96,6,70,14,3
380,20190129,180,31,41,70,12,20,22,100,12,14,-4,24,44,13,-11,24,72,80,617,3,4,4,1,10031,10082,2,9941,24,   56,    2,   80,   14,8,81,97,1,65,15,7
380,20190130,191,10,32,50,19,10,11,90,19,-3,-18,23,9,19,-23,24,0,0,164,61,34,10,9,9938,9973,23,9912,6,   12,   18,   70,    1,8,92,98,9,83,5,2
380,20190131,149,19,33,60,23,20,12,90,21,-25,-51,7,-8,16,-64,12,0,0,264,0,-1,-1,1,9951,9978,9,9885,24,    9,   10,   70,   21,7,92,98,10,82,22,3
380,20190201,140,17,28,50,2,10,19,90,13,21,-10,1,66,14,-21,24,39,42,481,20,8,4,1,9891,9912,24,9865,3,    8,    1,   75,   13,7,89,98,21,76,14,6
380,20190202,4,32,35,50,21,30,1,70,17,11,2,15,20,7,1,6,0,0,95,100,84,29,4,9998,10118,24,9914,1,    3,    9,   56,   22,8,97,98,2,94,22,1
380,20190203,300,16,26,50,12,10,6,80,13,19,-11,23,56,13,-26,24,72,77,694,0,0,0,1,10213,10276,22,10124,1,    8,    7,   82,   15,5,86,98,5,61,15,8
380,20190204,203,62,63,90,17,40,1,150,16,21,-10,4,45,12,-15,6,17,18,336,0,-1,-1,1,10259,10276,3,10241,17,   49,    3,   83,   13,7,76,97,3,58,15,4
380,20190205,197,31,33,60,1,20,16,100,1,30,8,23,53,15,-20,24,0,0,183,11,2,1,3,10273,10287,11,10258,1,   50,    3,   70,   12,8,90,98,7,83,1,2
380,20190206,197,54,55,70,12,30,1,110,12,55,8,1,91,14,-7,6,16,17,384,25,17,11,24,10214,10263,1,10145,24,   61,   24,   83,    5,8,74,89,24,58,5,5
380,20190207,215,70,74,90,7,60,1,160,15,73,48,24,99,13,42,24,47,49,581,24,16,8,8,10112,10142,22,10082,6,   63,   10,   79,   15,7,79,91,1,61,14,8
380,20190208,201,86,86,110,21,50,1,180,22,76,46,1,92,15,42,6,2,2,283,26,21,13,24,10090,10141,1,10010,24,   63,    4,   75,   11,8,80,89,5,73,21,4
380,20190209,221,80,82,110,13,60,19,190,13,81,72,2,103,13,66,6,22,23,346,10,21,15,2,10059,10090,18,10011,2,   58,    1,   80,   16,8,74,90,1,61,13,5
380,20190210,228,61,74,110,8,50,24,190,8,67,31,24,93,7,31,24,0,0,127,158,201,30,10,9967,10073,24,9909,10,   50,   19,   70,    7,8,89,94,10,78,1,2
380,20190211,271,34,36,50,1,20,18,90,1,39,5,24,72,12,-19,24,35,36,461,4,2,2,15,10215,10325,24,10088,1,   63,   23,   75,   11,4,86,93,24,70,13,6
380,20190212,210,36,38,50,7,20,1,80,7,27,-15,2,76,15,-26,6,29,30,502,0,0,0,1,10350,10368,24,10330,1,    2,    6,   75,   15,7,89,98,2,71,15,6
380,20190213,194,30,30,50,2,10,17,80,8,32,0,8,75,14,-16,24,76,77,693,0,0,0,1,10365,10373,8,10356,23,   61,    1,   80,   13,7,80,90,1,65,14,8
380,20190214,118,10,17,30,15,10,5,50,7,63,-18,4,154,14,-49,6,90,90,962,0,0,0,1,10349,10367,8,10332,23,   65,    2,   83,   22,5,61,93,3,28,13,13
380,20190215,127,9,18,30,20,10,2,60,21,88,11,7,170,14,-31,12,91,91,997,0,0,0,1,10301,10331,1,10266,23,   75,   14,   83,    1,0,53,68,17,30,10,14
380,20190216,203,30,33,50,9,10,17,80,11,84,35,8,150,15,-7,24,90,89,998,0,0,0,1,10259,10268,11,10247,24,   65,   21,   81,    1,5,61,72,7,45,13,14
380,20190217,190,32,34,50,12,10,6,80,12,102,35,6,181,15,-17,12,85,84,972,0,0,0,1,10210,10240,1,10191,16,   64,    4,   83,   17,6,53,81,6,30,13,14
380,20190218,198,39,40,40,1,30,20,80,21,95,45,7,162,14,31,12,90,88,1030,0,0,0,1,10175,10196,1,10155,16,   74,   13,   83,    2,4,55,73,24,36,15,15
380,20190219,235,36,38,60,11,20,3,100,10,75,32,24,113,14,20,24,68,66,790,0,-1,-1,1,10200,10222,24,10169,1,   58,    4,   80,   16,7,76,91,4,57,14,11
380,20190220,212,37,39,60,11,20,19,100,11,70,29,1,114,15,16,6,73,71,852,0,0,0,1,10236,10255,24,10218,3,   59,    8,   80,   16,7,76,88,7,60,15,11
380,20190221,225,29,32,50,13,10,24,80,11,94,39,3,129,14,22,6,27,26,588,1,1,1,18,10281,10320,24,10256,1,   58,   24,   67,    1,7,78,88,3,66,14,8
380,20190222,59,10,17,30,23,10,1,70,21,86,54,24,113,16,31,24,8,8,308,0,0,0,1,10359,10380,22,10321,1,    8,    9,   63,   16,7,92,99,9,78,16,4
380,20190223,88,33,34,50,11,20,2,80,16,66,24,7,120,14,-7,24,92,88,1147,0,0,0,1,10370,10381,7,10360,16,   45,    2,   81,   22,4,74,96,3,57,16,15
380,20190224,68,16,23,40,17,10,4,80,11,74,-2,6,150,14,-28,6,95,90,1153,0,0,0,1,10370,10378,11,10359,2,   72,    2,   83,   17,3,52,78,6,34,13,16
380,20190225,68,18,23,40,17,10,8,80,19,90,17,6,170,15,-10,12,97,91,1183,0,0,0,1,10369,10383,11,10354,24,   75,    6,   83,    1,3,55,73,6,35,15,17
380,20190226,88,13,21,30,14,10,2,60,9,105,32,6,182,16,-11,6,97,91,1197,0,0,0,1,10336,10356,8,10306,24,   67,   14,   82,    1,4,62,81,6,42,15,18
380,20190227,213,18,20,40,12,10,1,80,11,114,35,7,198,14,-13,12,99,92,1235,0,0,0,1,10253,10306,1,10201,24,   60,   23,   80,    9,0,60,83,24,35,14,19
380,20190228,221,46,48,70,12,30,9,120,12,84,38,3,127,11,26,6,26,24,480,16,26,22,19,10169,10194,1,10133,24,   43,   12,   75,   17,6,84,93,19,69,11,7
380,20190301,271,24,30,50,1,20,5,90,1,66,53,20,89,1,50,24,0,0,85,44,65,29,3,10163,10198,19,10117,3,    9,   11,   70,   19,8,94,99,11,87,18,1
380,20190302,208,46,48,80,23,20,2,120,18,81,54,3,102,12,54,6,1,1,342,6,2,1,2,10146,10188,1,10116,24,   16,    2,   75,   23,8,88,98,3,76,11,5
380,20190303,208,83,84,100,20,70,2,190,24,105,83,1,126,24,78,6,0,0,154,30,19,6,9,10058,10116,1,9962,24,   57,    9,   80,   24,8,81,93,9,68,24,2
380,20190304,227,82,86,120,4,60,12,220,3,84,49,21,128,3,47,24,32,29,582,22,56,28,6,9961,10036,24,9896,5,   58,   11,   83,    3,8,71,92,11,47,15,8
380,20190305,223,50,54,70,1,30,19,130,1,64,33,7,98,15,32,12,28,25,514,27,29,13,6,10069,10098,19,10038,1,   43,    3,   83,   16,7,79,91,7,59,15,7
380,20190306,182,63,64,90,16,40,5,160,16,108,80,1,134,13,73,6,4,4,480,17,5,4,17,9990,10076,1,9920,24,   65,   17,   83,    8,8,71,84,1,54,11,7
380,20190307,220,84,87,110,6,50,2,220,6,88,69,8,121,5,65,24,46,41,803,32,45,16,6,9960,10025,24,9867,4,   58,    6,   80,   15,7,76,90,7,67,15,11
380,20190308,231,53,55,90,1,40,6,170,1,75,55,7,107,13,52,6,36,32,740,40,26,9,5,10116,10151,18,10036,1,   57,    6,   81,   15,7,78,94,5,55,15,10
380,20190309,238,65,68,100,12,30,20,190,13,91,71,2,116,16,68,6,6,5,418,56,106,60,17,10125,10161,21,10093,2,   42,    4,   75,   11,8,81,95,4,68,13,6
380,20190310,248,64,71,150,15,20,5,300,14,75,24,24,118,10,19,24,31,27,635,86,91,21,24,10084,10155,22,10012,10,   30,    7,   81,   15,6,80,98,7,53,14,9
380,20190311,262,49,54,90,15,20,21,160,15,37,3,7,82,16,-4,24,40,35,710,37,51,31,7,10206,10262,21,10148,3,   28,    7,   80,   15,7,81,97,7,61,16,9
380,20190312,207,75,80,120,19,30,1,210,21,65,16,1,107,19,7,6,16,14,777,16,5,3,21,10124,10253,1,10008,19,   63,   21,   83,   14,8,66,89,22,38,18,10
380,20190313,235,71,74,110,8,30,23,180,8,57,41,17,84,15,36,6,8,7,361,42,87,37,17,10069,10117,24,10046,14,   58,   19,   75,    4,8,83,95,23,76,6,5
380,20190314,244,58,63,90,9,30,21,230,18,75,54,1,114,17,50,6,21,18,379,88,95,17,10,10047,10116,1,9981,13,   47,   12,   80,   16,7,81,93,8,62,17,5
380,20190315,244,60,63,90,15,40,23,160,16,94,63,3,118,15,55,6,0,0,205,162,249,64,21,10070,10111,24,10045,8,   25,   10,   75,    1,8,91,98,9,77,2,3
380,20190316,225,74,76,100,12,30,2,180,10,99,75,3,111,10,75,6,4,3,397,69,89,22,4,10073,10114,1,10007,24,   29,    4,   75,   10,8,81,98,3,70,16,6
380,20190317,240,55,63,90,3,40,21,150,4,63,23,24,109,13,16,24,38,32,906,46,31,7,6,10051,10127,24,9985,5,   60,    5,   83,   12,7,78,90,18,58,12,12
380,20190318,266,30,36,60,16,10,23,110,16,49,2,24,101,15,-32,24,72,60,1072,3,2,2,13,10195,10254,24,10132,1,   65,    6,   83,   17,4,71,91,6,44,17,14
380,20190319,206,21,24,40,8,10,18,70,8,52,-10,2,109,13,-32,6,61,51,1329,0,0,0,1,10291,10321,23,10257,1,   62,    4,   81,   16,4,73,93,4,55,12,17
380,20190320,209,30,32,50,6,10,19,80,11,80,26,4,128,16,6,6,37,31,983,0,0,0,1,10339,10350,21,10321,3,   65,   23,   80,   13,7,76,91,23,64,16,14
380,20190321,99,7,21,30,17,10,13,70,19,97,32,6,164,14,13,6,111,91,1656,0,0,0,1,10337,10351,7,10319,24,   19,   24,   80,   12,5,73,98,24,46,13,24
380,20190322,358,3,15,20,10,0,8,70,15,116,21,6,197,15,3,6,113,92,1723,0,0,0,1,10289,10316,1,10261,17,    0,    3,   78,   16,6,67,99,3,37,11,26
380,20190323,332,12,23,40,2,10,5,60,2,87,59,2,104,14,39,6,0,0,437,0,0,0,1,10301,10311,13,10283,1,    2,    2,   56,   10,8,86,98,2,76,10,6
380,20190324,348,22,30,50,1,10,22,90,15,77,18,24,117,13,3,24,71,57,1448,0,0,0,1,10272,10292,1,10245,24,   60,    5,   82,   18,4,72,92,5,43,16,20
380,20190325,313,46,54,90,15,30,1,180,11,66,23,1,95,16,11,6,68,55,1155,7,7,2,9,10257,10314,24,10222,4,   60,    8,   78,   16,6,73,86,6,62,10,15
380,20190326,312,18,21,40,15,10,4,70,15,67,41,24,87,14,13,24,6,5,619,0,0,0,1,10321,10330,10,10313,2,   63,   24,   77,   15,8,73,84,24,62,14,8
380,20190327,268,6,13,20,2,0,18,40,11,74,26,5,104,14,10,6,20,16,884,0,0,0,1,10339,10351,23,10322,2,   46,    7,   81,   15,8,76,96,5,59,13,12
380,20190328,56,10,15,30,24,0,7,70,16,89,51,23,130,15,19,24,22,17,886,0,0,0,1,10350,10364,10,10340,24,   57,   23,   75,    1,6,73,87,24,56,15,13
380,20190329,85,24,27,50,15,10,4,90,14,110,23,5,174,15,-3,6,117,92,1894,0,0,0,1,10292,10337,1,10246,24,   36,    6,   82,   18,0,69,94,5,49,16,28
380,20190330,227,19,30,50,8,10,23,80,9,130,75,6,183,16,29,24,117,92,1847,0,0,0,1,10217,10241,1,10201,16,   63,   24,   81,   15,1,58,76,6,40,14,29
380,20190331,46,54,55,80,12,10,1,110,14,90,50,6,136,15,25,6,94,73,1656,0,0,0,1,10228,10239,20,10208,1,   35,    7,   80,   23,3,75,93,6,63,14,24
380,20190401,58,42,45,70,1,10,23,90,1,90,15,6,159,15,4,6,118,91,1946,0,0,0,1,10192,10234,1,10131,24,   63,   24,   76,    9,0,64,81,6,47,16,28
380,20190402,196,40,43,80,15,20,1,170,17,101,66,24,156,16,35,6,31,24,790,33,59,36,18,10061,10124,1,10024,16,   57,   11,   80,   14,7,76,93,18,58,16,12
380,20190403,179,30,32,50,11,20,4,110,17,64,37,24,93,13,28,24,5,4,741,32,11,6,4,10015,10036,1,9997,24,   60,    4,   82,   13,8,80,94,4,60,13,10
380,20190404,114,18,22,40,16,10,5,60,15,60,28,6,98,16,10,24,31,24,1001,0,0,0,1,10013,10054,24,9987,3,   61,   24,   80,   11,8,78,91,24,65,15,13
380,20190405,63,31,32,50,11,10,2,90,11,70,0,4,115,14,-18,6,70,53,1464,0,0,0,1,10057,10068,7,10048,24,   50,   23,   73,   14,6,79,97,5,59,10,20
380,20190406,74,25,28,60,17,10,22,90,17,110,64,5,161,16,56,24,83,63,1709,0,0,0,1,10043,10052,7,10033,16,   38,    5,   74,   10,8,73,94,4,52,15,26
380,20190407,102,16,33,60,12,10,3,100,12,137,72,3,197,15,52,6,117,88,2007,0,0,0,1,10051,10080,24,10035,3,   21,    5,   83,   19,4,70,96,5,40,17,32
380,20190408,232,22,24,30,1,10,8,70,19,110,91,2,140,13,83,6,36,27,1061,13,2,1,21,10103,10114,20,10078,1,    8,    5,   42,   15,7,90,98,5,76,15,16
380,20190409,39,31,37,60,19,10,3,90,19,113,83,24,146,16,71,24,11,8,1015,0,-1,-1,1,10110,10119,23,10104,3,    3,    4,   68,   18,8,78,99,2,59,17,15
380,20190410,36,61,61,80,11,40,3,120,11,81,39,24,131,14,23,24,125,93,2325,0,0,0,1,10157,10201,24,10121,1,   67,    1,   83,   23,4,61,80,4,41,14,32
380,20190411,40,47,48,60,1,30,9,90,10,59,-1,5,115,14,-14,6,121,89,2129,0,0,0,1,10225,10239,24,10203,1,   70,    5,   82,   22,1,59,82,5,40,14,28
